,专辑,发行公司,发行时间,子分类,总分类,歌手,歌曲,歌词文件下载链接,页数
13,《Year Of The Spider》,环球唱片,2003-05-19,动漫,影视节目,Black Sunday,Cold,http://musicdata.baidu.com/data2/lrc/12471311/12471311.lrc,13
13,《Bebe Le Strange》,SONY MUSIC,1997-08-12,动漫,影视节目,Sweet Darlin,Heart,http://musicdata.baidu.com/data2/lrc/12609157/12609157.lrc,13
13,《路遥》,SONY MUSIC,2010-06-07,动漫,影视节目,Super Lover,陆瑶,http://musicdata.baidu.com/data2/lrc/7583072/7583072.lrc,13
13,《铁了心》,滚石唱片,2000-03-01,动漫,影视节目,坏,尹子维,http://musicdata.baidu.com/data2/lrc/14956141/14956141.lrc,13
13,《808》,环球唱片,2011-01-14,动漫,影视节目,最终,潘玮柏,http://musicdata.baidu.com/data2/lrc/5441697/5441697.lrc,13
13,《忘情森巴舞》,环球唱片,1991-05-01,动漫,影视节目,Lonely,草蜢,http://musicdata.baidu.com/data2/lrc/376431/376431.lrc,13
14,《爱情爆语》,百慕文化,2008-01-09,动漫,影视节目,结尾曲,阿爆,http://musicdata.baidu.com/data2/lrc/312407/312407.lrc,14
14,《香港迪士尼乐园之奇妙音乐旅程》,SONY MUSIC,2005-08-29,动漫,影视节目,海洋之心,蔡依林,http://musicdata.baidu.com/data2/lrc/2096080/2096080.lrc,14
14,《忘不了你》,SONY MUSIC,2007-09-01,动漫,影视节目,忘不了你,孙楠,http://musicdata.baidu.com/data2/lrc/14973034/14973034.lrc,14
14,内地,SONY MUSIC,2007-09-01,动漫,影视节目,梨花满天开,周艳泓,http://musicdata.baidu.com/data2/lrc/1686690/1686690.lrc,14
14,《Yes》,SONY MUSIC,2007-03-14,动漫,影视节目,素直なまま,中岛美嘉,http://musicdata.baidu.com/data2/lrc/69445282/69445282.lrc,14
14,《Element Eighty》,环球唱片,2003-11-03,动漫,影视节目,Bloodshot,element eighty,http://musicdata.baidu.com/data2/lrc/12621912/12621912.lrc,14
14,《hold me thrill me kiss me》,环球唱片,1994-10-18,动漫,影视节目,everlasting love,Gloria Estefan,http://musicdata.baidu.com/data2/lrc/541536/541536.lrc,14
14,《First Story-For Life Music Entertainment》,环球唱片,2010-01-27,动漫,影视节目,君がいるから,菅原纱由理,http://musicdata.baidu.com/data2/lrc/20674719/20674719.lrc,14
14,《女爵》,亚神音乐,2006-12-01,动漫,影视节目,分开,杨乃文,http://musicdata.baidu.com/data2/lrc/263943/263943.lrc,14
14,《废五金》,SONY MUSIC,1998-04-27,动漫,影视节目,Daybreak,废五金,http://musicdata.baidu.com/data2/lrc/1666468/1666468.lrc,14
14,《The Eminem Show》,SONY MUSIC,2002-05-27,动漫,影视节目,Superman,Eminem,http://musicdata.baidu.com/data2/lrc/1492282/1492282.lrc,14
14,《破晓时分》,环球唱片,1991-01-01,动漫,影视节目,闪电传真机,李克勤,http://musicdata.baidu.com/data2/lrc/812569/812569.lrc,14
14,《O3》,SONY MUSIC,1993-07-16,动漫,影视节目,Portal,sunscreem,http://musicdata.baidu.com/data2/lrc/12609271/12609271.lrc,14
14,《The Essential Ozzy Osbourne》,SONY MUSIC,2003-04-09,动漫,影视节目,Time After Time,Ozzy Osbourne,http://musicdata.baidu.com/data2/lrc/12604268/12604268.lrc,14
14,《あの‥こんなんできましたケド。》,SONY MUSIC,2009-12-16,动漫,影视节目,ひまわり,游助,http://musicdata.baidu.com/data2/lrc/20675851/20675851.lrc,14
14,《Deep In The Music》,英皇唱片,2004-03-01,动漫,影视节目,棋王,吴浩康,http://musicdata.baidu.com/data2/lrc/602803/602803.lrc,14
14,《千嬅盛放》,英皇唱片,2009-12-04,动漫,影视节目,我的生存之道,杨千嬅,http://musicdata.baidu.com/data2/lrc/12444951/12444951.lrc,14
14,《第一滴泪》,环球唱片,2009-07-14,动漫,影视节目,的士司机,谭咏麟,http://musicdata.baidu.com/data2/lrc/c3dd7dc41cc6a57d5221c15897182abd/257166661/257166661.lrc,14
14,《永远》,滚石唱片,2001-11-16,动漫,影视节目,Reason,辛晓琪,http://musicdata.baidu.com/data2/lrc/12642083/12642083.lrc,14
14,《Karla Bonoff》,SONY MUSIC,1993-07-23,动漫,影视节目,Falling Star,Karla Bonoff,http://musicdata.baidu.com/data2/lrc/12643780/12643780.lrc,14
15,《星猫和小伙伴们的冒险》,摩登天空,2008-03-24,动漫,影视节目,快乐星猫,群星,http://musicdata.baidu.com/data2/lrc/31522489/31522489.lrc,15
15,《皇家音乐盒》,英皇唱片,2004-09-11,动漫,影视节目,眼红馆,皇家音乐盒,http://musicdata.baidu.com/data2/lrc/31522489/31522489.lrc,15
15,《皇家音乐盒》,英皇唱片,2004-09-11,动漫,影视节目,死性不改,皇家音乐盒,http://musicdata.baidu.com/data2/lrc/31522489/31522489.lrc,15
15,《Christina Milian》,环球唱片,2002-01-21,动漫,影视节目,Until I Get Over You,Christina Milian,http://musicdata.baidu.com/data2/lrc/1364660/1364660.lrc,15
15,《Neway Music Live X 泳儿音乐会》,英皇唱片,2012-01-17,动漫,影视节目,花无雪,泳儿,http://musicdata.baidu.com/data2/lrc/13665864/13665864.lrc,15
15,《中国儿歌曲库 Vol. 14：童歌经典》,颂今音乐,2015-09-23,动漫,影视节目,可爱的蓝精灵,小蓓蕾组合,http://musicdata.baidu.com/data2/lrc/246917797/246917797.lrc,15
15,《美丽新世界》,圣安大唐,2002-10-01,动漫,影视节目,永不说再见,高枫,http://musicdata.baidu.com/data2/lrc/2057609/2057609.lrc,15
15,《风云2》,圣安大唐,2005-04-01,动漫,影视节目,飞翔,屠洪刚,http://musicdata.baidu.com/data2/lrc/13806535/13806535.lrc,15
15,《welcome home》,Reunion,2006-05-02,动漫,影视节目,wish,Brian Littrell,http://musicdata.baidu.com/data2/lrc/1503539/1503539.lrc,15
15,《「アイシテル」》,SONY MUSIC,2008-06-04,动漫,影视节目,「アイシテル」,清水翔太,http://musicdata.baidu.com/data2/lrc/826558/826558.lrc,15
15,"《The Eps Collection, Volumes 1&2》",SONY MUSIC,1997-11-10,动漫,影视节目,Jewel,Cranes,http://musicdata.baidu.com/data2/lrc/8300268/8300268.lrc,15
15,《Forever》,SONY MUSIC,1994-11-11,动漫,影视节目,Jewel,Cranes,http://musicdata.baidu.com/data2/lrc/8113870/8113870.lrc,15
15,《卡通王国》,环球唱片,2010-09-22,动漫,影视节目,现代足球小将,李克勤,http://musicdata.baidu.com/data2/lrc/7363843/7363843.lrc,15
15,《天演论》,SONY MUSIC,2005-07-04,动漫,影视节目,天外飞仙,卢巧音,http://musicdata.baidu.com/data2/lrc/9673345/9673345.lrc,15
15,《算你狠》,SONY MUSIC,2005-07-04,动漫,影视节目,爆发,陈小春,http://musicdata.baidu.com/data2/lrc/7588975/7588975.lrc,15
15,《Ed Is On》,英皇唱片,2001-10-01,动漫,影视节目,超速游戏,陈冠希,http://musicdata.baidu.com/data2/lrc/240811108/240811108.lrc,15
15,《稻草人》,英皇唱片,1999-09-13,动漫,影视节目,2个人,林志颖,http://musicdata.baidu.com/data2/lrc/14931335/14931335.lrc,15
15,《Eyes Open》,环球唱片,2008-05-13,动漫,影视节目,Open Your Eyes,Snow Patrol,http://musicdata.baidu.com/data2/lrc/2212421/2212421.lrc,15
15,《Touch Of Love》,英皇唱片,2003-04-29,动漫,影视节目,女朋友,Twins,http://musicdata.baidu.com/data2/lrc/14930742/14930742.lrc,15
15,《想念你的歌》,SONY MUSIC,2005-12-09,动漫,影视节目,粉红豹,张惠春,http://musicdata.baidu.com/data2/lrc/208812/208812.lrc,15
16,国语,SONY MUSIC,2005-12-09,动漫,影视节目,小浪漫,罗海琼,http://musicdata.baidu.com/data2/lrc/1663666/1663666.lrc,16
16,《小猪头皮的游乐场》,滚石唱片,1998-11-10,动漫,影视节目,小猪头皮的一天,猪头皮,http://musicdata.baidu.com/data2/lrc/115154342/115154342.lrc,16
16,《我可以》,英皇唱片,2012-02-29,动漫,影视节目,特种部队,钟舒漫,http://musicdata.baidu.com/data2/lrc/13985129/13985129.lrc,16
16,《Home》,英皇唱片,艾回,动漫,影视节目,Home,木山裕策,http://musicdata.baidu.com/data2/lrc/13774426/13774426.lrc,16
16,《上海娃娃》,英皇唱片,2007-03-01,动漫,影视节目,当玫瑰遇上真爱,郑希怡,http://musicdata.baidu.com/data2/lrc/6170620/6170620.lrc,16
16,《中国儿歌曲库 Vol. 14：童歌经典》,颂今音乐,2015-09-23,动漫,影视节目,真善美的小世界,小蓓蕾组合,http://musicdata.baidu.com/data2/lrc/9d812935453ad2588c888fcfed20ddc9/265853676/265853676.lrc,16
16,《033、儿歌曲库-台湾童歌金曲》,颂今音乐,2013-03-22,动漫,影视节目,我的朋友在哪里,小蓓蕾组合,http://musicdata.baidu.com/data2/lrc/cea409bf002d385e3aa40eb58b265aee/266022658/266022658.lrc,16
16,《033、儿歌曲库-台湾童歌金曲》,颂今音乐,2013-03-22,动漫,影视节目,走在乡间的小路上,卓依婷,http://musicdata.baidu.com/data2/lrc/13887804/13887804.lrc,16
16,《Shrek》,环球唱片,2001-05-14,动漫,影视节目,Hallelujah,Rufus Wainwright,http://musicdata.baidu.com/data2/lrc/8560441/8560441.lrc,16
16,《At Last》,SONY MUSIC,2005-01-06,动漫,影视节目,La Vie En Rose,Cyndi Lauper,http://musicdata.baidu.com/data2/lrc/12578819/12578819.lrc,16
16,《Hallelujah》,环球唱片,2009-02-02,动漫,影视节目,Hallelujah,Rufus Wainwright,http://musicdata.baidu.com/data2/lrc/246654817/246654817.lrc,16
16,《Smash Mouth》,环球唱片,2001-11-26,动漫,影视节目,I'M A Believer,Smash Mouth,http://musicdata.baidu.com/data2/lrc/12543343/12543343.lrc,16
16,《童年的歌谣 CD1》,亚神音乐,2011-05-10,动漫,影视节目,花仙子之歌,少儿歌曲,http://musicdata.baidu.com/data2/lrc/1510602/1510602.lrc,16
16,《Sweet Dreams》,MCI,2012-05-07,动漫,影视节目,sweet dreams,la bouche,http://musicdata.baidu.com/data2/lrc/65029535/65029535.lrc,16
16,《Sweet Dreams》,MCI,2012-05-07,动漫,影视节目,sweet dreams,la bouche,http://musicdata.baidu.com/data2/lrc/34063651/34063651.txt,16
16,《B2K》,SONY MUSIC,2002-04-08,动漫,影视节目,Baby Girl,B2K,http://musicdata.baidu.com/data2/lrc/1168957/1168957.lrc,16
16,《冷酷到底》,滚石唱片,2000-09-01,动漫,影视节目,风声边界,羽泉,http://musicdata.baidu.com/data2/lrc/239877540/239877540.lrc,16
16,《没你不行》,滚石唱片,2003-06-20,动漫,影视节目,火柴,羽泉,http://musicdata.baidu.com/data2/lrc/15027408/15027408.lrc,16
16,《一周年》,环球唱片,2002-02-08,动漫,影视节目,超速龙球,方力申,http://musicdata.baidu.com/data2/lrc/929893/929893.lrc,16
16,《Greatest Hits: My Prerogative》,Jive,2004-11-01,动漫,影视节目,Outrageous,Britney Spears,http://musicdata.baidu.com/data2/lrc/12608224/12608224.lrc,16
17,《超级金曲精选》,SONY MUSIC,2011-08-05,动漫,影视节目,女朋友的男朋友,莫文蔚,http://musicdata.baidu.com/data2/lrc/9139421/9139421.lrc,17
17,《After The Rain》,环球唱片,2009-07-14,动漫,影视节目,有梦好甜蜜,李彩桦,http://musicdata.baidu.com/data2/lrc/8592994/8592994.lrc,17
17,《Even In The Quietest Moments》,环球唱片,2003-04-07,动漫,影视节目,Lover Boy,Supertramp,http://musicdata.baidu.com/data2/lrc/12581577/12581577.lrc,17
17,《Become You》,SONY MUSIC,2002-03-12,动漫,影视节目,Yield,Indigo Girls,http://musicdata.baidu.com/data2/lrc/12578375/12578375.lrc,17
17,《新城容我信爱一唱倾情音乐会》,英皇唱片,2005-06-21,动漫,影视节目,到处留情,张信哲,http://musicdata.baidu.com/data2/lrc/ac0a114110674d9c18742a5ed2ce4d67/257170182/257170182.lrc,17
17,《Another Earthquake!》,SONY MUSIC,2002-08-19,动漫,影视节目,My First Ride,Aaron Carter,http://musicdata.baidu.com/data2/lrc/8559600/8559600.lrc,17
17,《一比一》,福茂唱片,2005-06-01,动漫,影视节目,Cold,范玮琪,http://musicdata.baidu.com/data2/lrc/6170360/6170360.lrc,17
17,《Rooney》,环球唱片,2003-06-02,动漫,影视节目,Sorry Sorry,Rooney,http://musicdata.baidu.com/data2/lrc/246654766/246654766.lrc,17
17,《Director》,环球唱片,2006-02-02,动漫,影视节目,4 Minutes,Avant,http://musicdata.baidu.com/data2/lrc/7987911/7987911.lrc,17
17,《你最牛》,滚石唱片,2008-06-05,动漫,影视节目,你最牛,阿牛,http://musicdata.baidu.com/data2/lrc/13855109/13855109.lrc,17
17,《On Earth As It Is In Heaven》,环球唱片,2010-01-13,动漫,影视节目,Can You Feel It,Angel,http://musicdata.baidu.com/data2/lrc/246653431/246653431.lrc,17
17,《相识在童年30首选》,环球唱片,2009-07-14,动漫,影视节目,少年梦,区瑞强,http://musicdata.baidu.com/data2/lrc/12730203/12730203.lrc,17
17,《Back For You》,环球唱片,2009-12-28,动漫,影视节目,岁月的童话,周慧敏,http://musicdata.baidu.com/data2/lrc/7336607/7336607.lrc,17
17,《闭上眼睛/瞳をとじて [Maxi]》,环球唱片,2004-04-28,动漫,影视节目,闭上眼睛,平井坚,http://musicdata.baidu.com/data2/lrc/726768/726768.lrc,17
17,《天天说爱我》,福茂唱片,2001-12-01,动漫,影视节目,暗恋,川岛茉树代,http://musicdata.baidu.com/data2/lrc/240806158/240806158.lrc,17
17,《直觉》,潮水音乐,1997-12-16,动漫,影视节目,雨后,张信哲,http://musicdata.baidu.com/data2/lrc/13829334/13829334.lrc,17
17,《你快不快乐》,天中文化,2000-08-01,动漫,影视节目,你快不快乐,苏有朋,http://musicdata.baidu.com/data2/lrc/20675780/20675780.lrc,17
17,《In Your Own Time》,环球唱片,2003-11-10,动漫,影视节目,Head In The Clouds,Mark Owen,http://musicdata.baidu.com/data2/lrc/114803090/114803090.lrc,17
17,《The Gift Of Game》,SONY MUSIC,2001-02-14,动漫,影视节目,Butterfly,Crazy Town,http://musicdata.baidu.com/data2/lrc/551685/551685.lrc,17
17,《黑暗的英雄》,北京源丰泰坤投资咨询有限公司,1996-07-01,动漫,影视节目,内山姑娘要出嫁,赵传,http://musicdata.baidu.com/data2/lrc/241277523/241277523.lrc,17
18,《双飞》,北京源丰泰坤投资咨询有限公司,1994-11-14,动漫,影视节目,银河,吴奇隆,http://musicdata.baidu.com/data2/lrc/64923725/64923725.lrc,18
18,《爱情诺曼底》,滚石唱片,2003-03-01,动漫,影视节目,小气鬼,黄征,http://musicdata.baidu.com/data2/lrc/329961/329961.lrc,18
18,《Lifehouse》,环球唱片,2008-04-18,动漫,影视节目,All In All,LifeHouse,http://musicdata.baidu.com/data2/lrc/131704645/131704645.lrc,18
18,《Desperate》,EMI,2009-07-14,动漫,影视节目,Only Lonely,Divinyls,http://musicdata.baidu.com/data2/lrc/12705228/12705228.lrc,18
18,《越长大越孤单》,摩登天空,2008-03-18,动漫,影视节目,快乐星猫,牛奶咖啡,http://musicdata.baidu.com/data2/lrc/14887333/14887333.lrc,18
18,《说真的》,BMG,2000-10-12,动漫,影视节目,棋逢对手,彭佳慧,http://musicdata.baidu.com/data2/lrc/288977/288977.lrc,18
18,《五月天十万青年站出来LIVE巡回演唱会全纪录》,滚石唱片,2000-12-21,动漫,影视节目,反而,五月天,http://musicdata.baidu.com/data2/lrc/287244/287244.lrc,18
18,《人生曲》,EMI,1997-07-01,动漫,影视节目,静静地,李龙基,http://musicdata.baidu.com/data2/lrc/287244/287244.lrc,18
18,《换换爱》,海蝶音乐,2007-08-14,动漫,影视节目,welcome to my heart,王传一,http://musicdata.baidu.com/data2/lrc/261678/261678.lrc,18
18,《南拳妈妈的夏天》,阿尔发,2004-05-11,动漫,影视节目,哈里路亚,南拳妈妈,http://musicdata.baidu.com/data2/lrc/256336/256336.lrc,18
18,《永远的未央歌 杨耀东 季节雨》,滚石唱片,2006-03-07,动漫,影视节目,工作,杨耀东,http://musicdata.baidu.com/data2/lrc/107307484/107307484.lrc,18
18,《让爱情优先》,北京京文唱片传播有限公司,2004-07-01,动漫,影视节目,降落,陈明,http://musicdata.baidu.com/data2/lrc/253375/253375.lrc,18
18,《年华》,滚石唱片,2001-01-09,动漫,影视节目,傍晚,刘若英,http://musicdata.baidu.com/data2/lrc/14992795/14992795.lrc,18
18,《谜》,环球唱片,2006-10-06,动漫,影视节目,转圈圈,许慧欣,http://musicdata.baidu.com/data2/lrc/224667/224667.lrc,18
18,《YUSEE!》,Emperor Entertainment,2002-11-01,动漫,影视节目,大孩子,赵颂茹,http://musicdata.baidu.com/data2/lrc/2125146/2125146.lrc,18
18,《再见李香兰》,福茂唱片,1994-06-15,动漫,影视节目,再见李香兰,张中立,http://musicdata.baidu.com/data2/lrc/2125146/2125146.lrc,18
18,《神雕侠侣电视主题曲原声大戏》,福茂唱片,2006-05-13,动漫,影视节目,浮云,小虫,http://musicdata.baidu.com/data2/lrc/dcf298f613f7bdec596c5152a7824851/2083485/2083485.lrc,18
18,《再生》,福茂唱片,2000-10-01,动漫,影视节目,再生,莫文蔚,http://musicdata.baidu.com/data2/lrc/b101f914d1248dd07e007676a644a8cf/257164104/257164104.lrc,18
18,《粉红高压电》,福茂唱片,2006-12-15,动漫,影视节目,我要爱的好,黑涩会美眉,http://musicdata.baidu.com/data2/lrc/12645829/12645829.lrc,18
18,《寻找美惠》,福茂唱片,2006-07-13,动漫,影视节目,东京特急,关智斌,http://musicdata.baidu.com/data2/lrc/12478019/12478019.lrc,18
19,《失物招领Lost &Found之张中立》,福茂唱片,2004-11-26,动漫,影视节目,再见李香兰,张中立,http://musicdata.baidu.com/data2/lrc/12478019/12478019.lrc,19
19,《龙的传人》,滚石唱片,2006-08-02,动漫,影视节目,感恩,李建复,http://musicdata.baidu.com/data2/lrc/1670368/1670368.lrc,19
19,《Circus》,Jive,2008-11-28,动漫,影视节目,Mmm Papi,Britney Spears,http://musicdata.baidu.com/data2/lrc/1514944/1514944.lrc,19
19,《二见中情(排笛演奏曲)》,Jive,福茂唱片,动漫,影视节目,再见李香兰,张中立,http://musicdata.baidu.com/data2/lrc/20dba48ebb241772cd3f76179306ffb5/1510719/1510719.lrc,19
19,《Loose》,环球唱片,2007-03-05,动漫,影视节目,Wait For You,Nelly Furtado,http://musicdata.baidu.com/data2/lrc/1501583/1501583.lrc,19
19,《喜欢祖儿4》,环球唱片,2008-01-25,动漫,影视节目,最后的茱丽叶,容祖儿,http://musicdata.baidu.com/data2/lrc/65021884/65021884.lrc,19
19,《追月 chasing the moon》,SONY MUSIC,1996-01-01,动漫,影视节目,月,艾敬,http://musicdata.baidu.com/data2/lrc/64993731/64993731.lrc,19
19,《雪·再见 音乐电影大碟》,英皇唱片,2006-08-15,动漫,影视节目,恋上你的BLOG,梁洛施,http://musicdata.baidu.com/data2/lrc/e63c6ca2ad85c22f092aae5b3b2c6da9/268380446/268380446.lrc,19
19,《好歌茹芸》,环球唱片,2011-05-13,动漫,影视节目,金丝雀,许茹芸,http://musicdata.baidu.com/data2/lrc/64983799/64983799.lrc,19
19,《舞懈可击》,环球唱片,2008-09-05,动漫,影视节目,飙起来,罗百吉,http://musicdata.baidu.com/data2/lrc/20660336/20660336.lrc,19
19,《梦幻古堡》,环球唱片,1993-01-01,动漫,影视节目,心爱,黎明,http://musicdata.baidu.com/data2/lrc/1371118/1371118.lrc,19
19,《为爱存在》,爱当斯文化,1999-09-01,动漫,影视节目,完美世界,罗中旭,http://musicdata.baidu.com/data2/lrc/13694659/13694659.lrc,19
19,《Under My Skin》,SONY MUSIC,2004-05-25,动漫,影视节目,Fall To Pieces,Avril Lavigne,http://musicdata.baidu.com/data2/lrc/1350887/1350887.lrc,19
19,《Victory Songs》,环球唱片,2008-04-29,动漫,影视节目,Wanderer,Ensiferum,http://musicdata.baidu.com/data2/lrc/12777291/12777291.lrc,19
19,《Girl Power》,英皇唱片,2004-06-01,动漫,影视节目,爱全能,Twins,http://musicdata.baidu.com/data2/lrc/12643053/12643053.lrc,19
19,摇滚,英皇唱片,2004-06-01,动漫,影视节目,宠儿,王啸坤,http://musicdata.baidu.com/data2/lrc/54bebc9abca2dfcd0164bb009ce6835f/263046214/263046214.lrc,19
19,《贩卖温柔》,环球唱片,2009-01-26,动漫,影视节目,不是一个人,卓义峰,http://musicdata.baidu.com/data2/lrc/1188968/1188968.lrc,19
19,《到处留情》,潮水音乐,1998-07-21,动漫,影视节目,下雪边界 (国),张信哲,http://musicdata.baidu.com/data2/lrc/1156931/1156931.lrc,19
19,《Goodbye Comic Boyz》,SONY MUSIC,2011-09-19,动漫,影视节目,爱情不用翻译,可米小子,http://musicdata.baidu.com/data2/lrc/11282800/11282800.lrc,19
19,《007、儿歌曲库-童歌经典》,颂今音乐,2013-03-22,动漫,影视节目,小邋遢,小蓓蕾组合,http://musicdata.baidu.com/data2/lrc/246917792/246917792.lrc,19
20,《001、儿歌曲库-童歌经典》,颂今音乐,2013-03-22,动漫,影视节目,我是一条小青龙,小蓓蕾组合,http://musicdata.baidu.com/data2/lrc/cff015cd89162243b9d22df3792c8aeb/265850070/265850070.lrc,20
20,《Ashanti》,环球唱片,2013-09-05,动漫,影视节目,Call,Ashanti,http://musicdata.baidu.com/data2/lrc/1049083/1049083.lrc,20
20,《Get Rich Or Die Tryin'- The Original Motion Picture Soundtrack》,环球唱片,2005-11-07,动漫,影视节目,Window Shopper,50 Cent,http://musicdata.baidu.com/data2/lrc/10275530/10275530.lrc,20
20,《花无雪》,英皇唱片,2007-02-06,动漫,影视节目,踩钢线,泳儿,http://musicdata.baidu.com/data2/lrc/1006930/1006930.lrc,20
20,《Greatest Hits》,环球唱片,1992-09-28,动漫,影视节目,Message In A Bottle,The Police,http://musicdata.baidu.com/data2/lrc/8560710/8560710.lrc,20
20,《Every Breath You Take : The Classics》,环球唱片,1996-10-14,动漫,影视节目,Message In A Bottle,The Police,http://musicdata.baidu.com/data2/lrc/7585305/7585305.lrc,20
20,《张信哲Jeff情歌精选》,未知,2005-06-10,动漫,影视节目,多心 (粤),张信哲,http://musicdata.baidu.com/data2/lrc/fc431afa3b5b943f4bffe56c8451bf91/257170528/257170528.lrc,20
20,《黄金甲》,杰威尔JVR音乐有限公司,2006-12-11,动漫,影视节目,菊花台(钢琴演奏版),周杰伦,http://musicdata.baidu.com/data2/lrc/6f0c71f4eb174c5dbcfcdb6c6e031843/274020642/274020642.lrc,20
20,《雪花抄》,环球唱片,2009-12-23,动漫,影视节目,雪花抄,张敬轩,http://musicdata.baidu.com/data2/lrc/10364753/10364753.lrc,20
20,《蒙娜丽莎的眼泪》,SONY MUSIC,1998-03-02,动漫,影视节目,蜘蛛,林志炫,http://musicdata.baidu.com/data2/lrc/240696775/240696775.lrc,20
20,《Dear》,SMA,2011-04-24,动漫,影视节目,Dear,中岛美嘉,http://musicdata.baidu.com/data2/lrc/23365087/23365087.lrc,20
20,《From Russia With Love - Soundtrack》,EMI,2009-03-24,动漫,影视节目,007,John Barry,http://musicdata.baidu.com/data2/lrc/20dba48ebb241772cd3f76179306ffb5/259302012/259302012.lrc,20
20,《她说 概念自选辑》,海蝶音乐,2010-12-08,动漫,影视节目,真材实料的我,林俊杰,http://musicdata.baidu.com/data2/lrc/13862815/13862815.lrc,20
20,《玉蝴蝶》,英皇唱片,2001-05-22,动漫,影视节目,金刚,谢霆锋,http://musicdata.baidu.com/data2/lrc/2116198/2116198.lrc,20
20,《玉蝴蝶》,英皇唱片,2001-05-22,动漫,影视节目,猴哥,张伟进,http://musicdata.baidu.com/data2/lrc/23078076/23078076.lrc,20
20,《换换爱》,海蝶音乐,2007-08-14,动漫,影视节目,换换爱,王传一,http://musicdata.baidu.com/data2/lrc/1278789/1278789.lrc,20
20,《风云2》,海蝶音乐,2005-04-01,动漫,影视节目,江山无限,屠洪刚,http://musicdata.baidu.com/data2/lrc/23470776/23470776.lrc,20
20,《030、儿歌曲库-英语、粤语对着唱》,颂今音乐,2013-03-22,动漫,影视节目,Happy Birthday,小蓓蕾组合,http://musicdata.baidu.com/data2/lrc/130084197/130084197.lrc,20
